,Year,Genre,Region,Sales
49074,,Misc,Japan,0.0
49075,2011-01-01,Misc,Japan,0.02
49076,2003-01-01,Strategy,Japan,0.0
49077,2014-01-01,Adventure,Japan,0.02
49078,2006-01-01,Shooter,Japan,0.02
49079,2009-01-01,Adventure,Japan,0.02
49080,2010-01-01,Racing,Japan,0.0
49081,2016-01-01,Adventure,Japan,0.02
49082,2016-01-01,Fighting,Japan,0.02
49083,2012-01-01,Strategy,Japan,0.02
49084,2004-01-01,Sports,Japan,0.0
49085,2011-01-01,Adventure,Japan,0.02
49086,2004-01-01,Platform,Japan,0.0
49087,2004-01-01,Shooter,Japan,0.0
49088,2006-01-01,Action,Japan,0.02
49089,2008-01-01,Adventure,Japan,0.02
49090,2002-01-01,Racing,Japan,0.0
49091,2007-01-01,Shooter,Japan,0.0
49092,2009-01-01,Racing,Japan,0.0
49093,2015-01-01,Simulation,Japan,0.0
49094,2008-01-01,Adventure,Japan,0.02
49095,2007-01-01,Shooter,Japan,0.02
49096,,Simulation,Japan,0.02
49097,2006-01-01,Action,Japan,0.0
49098,2007-01-01,Strategy,Japan,0.02
49099,2006-01-01,Simulation,Japan,0.02
49100,2008-01-01,Adventure,Japan,0.02
49101,2008-01-01,Misc,Japan,0.02
49102,2006-01-01,Misc,Japan,0.02
49103,2015-01-01,Action,Japan,0.02
49104,2014-01-01,Adventure,Japan,0.0
49105,2005-01-01,Platform,Japan,0.0
49106,2010-01-01,Adventure,Japan,0.02
49107,2001-01-01,Role-Playing,Japan,0.0
49108,2004-01-01,Strategy,Japan,0.0
49109,2003-01-01,Platform,Japan,0.0
49110,2008-01-01,Adventure,Japan,0.02
49111,,Misc,Japan,0.0
49112,2009-01-01,Racing,Japan,0.0
49113,2011-01-01,Role-Playing,Japan,0.02
49114,2010-01-01,Misc,Japan,0.0
49115,2005-01-01,Platform,Japan,0.0
49116,2010-01-01,Role-Playing,Japan,0.02
49117,2006-01-01,Misc,Japan,0.0
49118,2012-01-01,Role-Playing,Japan,0.02
49119,2014-01-01,Role-Playing,Japan,0.0
49120,2002-01-01,Strategy,Japan,0.0
49121,2015-01-01,Action,Japan,0.0
49122,2012-01-01,Action,Japan,0.02
49123,2007-01-01,Racing,Japan,0.0
49124,2011-01-01,Fighting,Japan,0.02
49125,2011-01-01,Misc,Japan,0.02
49126,2015-01-01,Action,Japan,0.02
49127,2006-01-01,Racing,Japan,0.0
49128,2015-01-01,Adventure,Japan,0.02
49129,2009-01-01,Adventure,Japan,0.02
49130,2008-01-01,Action,Japan,0.02
49131,2007-01-01,Simulation,Japan,0.0
49132,1999-01-01,Simulation,Japan,0.0
49133,2008-01-01,Simulation,Japan,0.02
49134,2005-01-01,Shooter,Japan,0.0
49135,2015-01-01,Action,Japan,0.0
49136,2016-01-01,Action,Japan,0.0
49137,2006-01-01,Adventure,Japan,0.0
49138,2006-01-01,Misc,Japan,0.0
49139,2013-01-01,Action,Japan,0.02
49140,2016-01-01,Adventure,Japan,0.02
49141,2014-01-01,Adventure,Japan,0.02
49142,2016-01-01,Shooter,Japan,0.0
49143,2013-01-01,Adventure,Japan,0.02
49144,2009-01-01,Misc,Japan,0.02
49145,2007-01-01,Misc,Japan,0.02
49146,2006-01-01,Action,Japan,0.0
49147,2003-01-01,Racing,Japan,0.0
49148,2010-01-01,Adventure,Japan,0.02
49149,2015-01-01,Action,Japan,0.02
49150,2006-01-01,Racing,Japan,0.0
49151,2010-01-01,Adventure,Japan,0.02
49152,2006-01-01,Role-Playing,Japan,0.0
49153,2008-01-01,Adventure,Japan,0.02
49154,2007-01-01,Strategy,Japan,0.0
49155,2002-01-01,Misc,Japan,0.0
49156,2010-01-01,Adventure,Japan,0.02
49157,2014-01-01,Simulation,Japan,0.0
49158,2008-01-01,Strategy,Japan,0.0
49159,2007-01-01,Simulation,Japan,0.0
49160,2012-01-01,Puzzle,Japan,0.0
49161,2011-01-01,Strategy,Japan,0.0
49162,2008-01-01,Simulation,Japan,0.02
49163,2012-01-01,Simulation,Japan,0.02
49164,2011-01-01,Simulation,Japan,0.0
49165,2015-01-01,Strategy,Japan,0.02
49166,2008-01-01,Racing,Japan,0.0
49167,2009-01-01,Adventure,Japan,0.02
49168,2010-01-01,Adventure,Japan,0.02
49169,2012-01-01,Adventure,Japan,0.02
49170,2010-01-01,Adventure,Japan,0.02
49171,1995-01-01,Misc,Japan,0.0
49172,2007-01-01,Adventure,Japan,0.02
49173,2004-01-01,Racing,Japan,0.0
49174,2015-01-01,Action,Japan,0.02
49175,2015-01-01,Adventure,Japan,0.0
49176,2008-01-01,Action,Japan,0.0
49177,2016-01-01,Action,Japan,0.01
49178,2016-01-01,Action,Japan,0.01
49179,2007-01-01,Misc,Japan,0.01
49180,2006-01-01,Puzzle,Japan,0.0
49181,2008-01-01,Simulation,Japan,0.0
49182,2010-01-01,Adventure,Japan,0.01
49183,2003-01-01,Action,Japan,0.0
49184,2014-01-01,Sports,Japan,0.0
49185,2011-01-01,Role-Playing,Japan,0.01
49186,2009-01-01,Fighting,Japan,0.01
49187,2008-01-01,Platform,Japan,0.0
49188,2006-01-01,Puzzle,Japan,0.01
49189,2012-01-01,Fighting,Japan,0.01
49190,2009-01-01,Adventure,Japan,0.01
49191,2009-01-01,Sports,Japan,0.0
49192,2012-01-01,Adventure,Japan,0.0
49193,2006-01-01,Action,Japan,0.01
49194,2016-01-01,Fighting,Japan,0.01
49195,1994-01-01,Fighting,Japan,0.0
49196,2009-01-01,Misc,Japan,0.0
49197,2008-01-01,Misc,Japan,0.0
49198,2011-01-01,Role-Playing,Japan,0.01
49199,2005-01-01,Shooter,Japan,0.0
49200,2010-01-01,Adventure,Japan,0.01
49201,2009-01-01,Adventure,Japan,0.01
49202,2010-01-01,Adventure,Japan,0.01
49203,2014-01-01,Role-Playing,Japan,0.01
49204,2007-01-01,Role-Playing,Japan,0.0
49205,2008-01-01,Role-Playing,Japan,0.01
49206,2006-01-01,Shooter,Japan,0.0
49207,2006-01-01,Shooter,Japan,0.01
49208,2007-01-01,Sports,Japan,0.0
49209,2005-01-01,Strategy,Japan,0.0
49210,2012-01-01,Strategy,Japan,0.01
49211,2010-01-01,Simulation,Japan,0.0
49212,2008-01-01,Misc,Japan,0.01
49213,2002-01-01,Shooter,Japan,0.0
49214,2006-01-01,Strategy,Japan,0.01
49215,2016-01-01,Action,Japan,0.01
49216,2016-01-01,Action,Japan,0.01
49217,2010-01-01,Adventure,Japan,0.01
49218,2007-01-01,Sports,Japan,0.0
49219,2006-01-01,Action,Japan,0.01
49220,2007-01-01,Misc,Japan,0.01
49221,2009-01-01,Role-Playing,Japan,0.0
49222,2004-01-01,Sports,Japan,0.0
49223,2010-01-01,Adventure,Japan,0.01
49224,2016-01-01,Adventure,Japan,0.01
49225,2008-01-01,Adventure,Japan,0.01
49226,2008-01-01,Simulation,Japan,0.0
49227,2009-01-01,Adventure,Japan,0.01
49228,2014-01-01,Adventure,Japan,0.01
49229,2008-01-01,Platform,Japan,0.01
49230,2006-01-01,Shooter,Japan,0.0
49231,2006-01-01,Action,Japan,0.01
49232,2016-01-01,Misc,Japan,0.01
49233,2015-01-01,Sports,Japan,0.0
49234,2008-01-01,Misc,Japan,0.0
49235,2006-01-01,Adventure,Japan,0.01
49236,2002-01-01,Strategy,Japan,0.0
49237,2004-01-01,Puzzle,Japan,0.0
49238,2006-01-01,Role-Playing,Japan,0.01
49239,2015-01-01,Role-Playing,Japan,0.0
49240,2011-01-01,Adventure,Japan,0.01
49241,2007-01-01,Misc,Japan,0.0
49242,2008-01-01,Strategy,Japan,0.0
49243,2006-01-01,Misc,Japan,0.0
49244,2016-01-01,Misc,Japan,0.01
49245,2012-01-01,Action,Japan,0.01
49246,2011-01-01,Adventure,Japan,0.0
49247,2016-01-01,Strategy,Japan,0.0
49248,2006-01-01,Adventure,Japan,0.01
49249,2008-01-01,Platform,Japan,0.0
49250,2008-01-01,Fighting,Japan,0.01
49251,2008-01-01,Sports,Japan,0.01
49252,2011-01-01,Adventure,Japan,0.01
49253,,Sports,Japan,0.0
49254,,Racing,Japan,0.0
49255,2005-01-01,Racing,Japan,0.0
49256,2002-01-01,Misc,Japan,0.01
49257,2011-01-01,Simulation,Japan,0.0
49258,2013-01-01,Sports,Japan,0.0
49259,2006-01-01,Strategy,Japan,0.01
49260,2015-01-01,Action,Japan,0.01
49261,,Action,Japan,0.0
49262,2010-01-01,Misc,Japan,0.01
49263,2001-01-01,Simulation,Japan,0.0
49264,2003-01-01,Fighting,Japan,0.0
49265,2005-01-01,Adventure,Japan,0.0
49266,2009-01-01,Strategy,Japan,0.0
49267,2005-01-01,Misc,Japan,0.0
49268,2015-01-01,Simulation,Japan,0.01
49269,1992-01-01,Strategy,Japan,0.0
49270,2009-01-01,Puzzle,Japan,0.01
49271,2015-01-01,Action,Japan,0.01
49272,2008-01-01,Sports,Japan,0.0
49273,2009-01-01,Role-Playing,Japan,0.01
49274,2008-01-01,Puzzle,Japan,0.0
49275,2002-01-01,Puzzle,Japan,0.0
49276,2007-01-01,Sports,Japan,0.0
49277,2012-01-01,Sports,Japan,0.0
49278,2010-01-01,Adventure,Japan,0.01
49279,2011-01-01,Adventure,Japan,0.01
49280,2013-01-01,Role-Playing,Japan,0.01
49281,2002-01-01,Racing,Japan,0.0
49282,2011-01-01,Adventure,Japan,0.01
49283,2008-01-01,Sports,Japan,0.01
49284,2009-01-01,Adventure,Japan,0.01
49285,2010-01-01,Adventure,Japan,0.01
49286,2010-01-01,Racing,Japan,0.0
49287,2003-01-01,Racing,Japan,0.0
49288,2009-01-01,Racing,Japan,0.0
49289,2002-01-01,Action,Japan,0.0
49290,2008-01-01,Adventure,Japan,0.01
49291,2016-01-01,Action,Japan,0.0
49292,2012-01-01,Action,Japan,0.01
49293,2009-01-01,Racing,Japan,0.0
49294,2013-01-01,Action,Japan,0.0
49295,2014-01-01,Adventure,Japan,0.01
49296,2009-01-01,Misc,Japan,0.0
49297,2005-01-01,Action,Japan,0.0
49298,2011-01-01,Misc,Japan,0.01
49299,2010-01-01,Adventure,Japan,0.01
49300,2015-01-01,Action,Japan,0.0
49301,1993-01-01,Racing,Japan,0.01
49302,2015-01-01,Action,Japan,0.01
49303,2014-01-01,Adventure,Japan,0.01
49304,2007-01-01,Misc,Japan,0.01
49305,2015-01-01,Action,Japan,0.0
49306,2013-01-01,Shooter,Japan,0.01
49307,2010-01-01,Adventure,Japan,0.01
49308,2013-01-01,Adventure,Japan,0.01
49309,2008-01-01,Sports,Japan,0.01
49310,2014-01-01,Adventure,Japan,0.01
49311,2009-01-01,Puzzle,Japan,0.0
49312,2010-01-01,Adventure,Japan,0.01
49313,2010-01-01,Misc,Japan,0.0
49314,2004-01-01,Sports,Japan,0.0
49315,2015-01-01,Adventure,Japan,0.01
49316,2013-01-01,Action,Japan,0.01
49317,2012-01-01,Racing,Japan,0.0
49318,2007-01-01,Strategy,Japan,0.0
49319,2011-01-01,Action,Japan,0.0
49320,2013-01-01,Action,Japan,0.0
49321,2009-01-01,Adventure,Japan,0.01
49322,2002-01-01,Simulation,Japan,0.0
49323,2012-01-01,Sports,Japan,0.0
49324,2011-01-01,Adventure,Japan,0.0
49325,2011-01-01,Adventure,Japan,0.01
49326,2008-01-01,Adventure,Japan,0.01
49327,2014-01-01,Misc,Japan,0.01
49328,2006-01-01,Adventure,Japan,0.01
49329,2016-01-01,Action,Japan,0.01
49330,2008-01-01,Misc,Japan,0.01
49331,1999-01-01,Shooter,Japan,0.0
49332,2016-01-01,Action,Japan,0.01
49333,2009-01-01,Role-Playing,Japan,0.01
49334,2002-01-01,Sports,Japan,0.0
49335,2015-01-01,Action,Japan,0.01
49336,2010-01-01,Fighting,Japan,0.0
49337,2003-01-01,Racing,Japan,0.0
49338,2009-01-01,Sports,Japan,0.0
49339,2002-01-01,Action,Japan,0.0
49340,2010-01-01,Simulation,Japan,0.01
49341,2012-01-01,Puzzle,Japan,0.0
49342,2015-01-01,Action,Japan,0.01
49343,2008-01-01,Action,Japan,0.01
49344,2006-01-01,Racing,Japan,0.0
49345,2010-01-01,Simulation,Japan,0.01
49346,2013-01-01,Adventure,Japan,0.01
49347,2007-01-01,Action,Japan,0.01
49348,2006-01-01,Adventure,Japan,0.01
49349,2011-01-01,Role-Playing,Japan,0.01
49350,2006-01-01,Adventure,Japan,0.0
49351,2013-01-01,Adventure,Japan,0.01
49352,2008-01-01,Adventure,Japan,0.01
49353,2010-01-01,Fighting,Japan,0.01
49354,2010-01-01,Action,Japan,0.0
49355,2004-01-01,Platform,Japan,0.0
49356,2009-01-01,Shooter,Japan,0.0
49357,2014-01-01,Platform,Japan,0.01
49358,2004-01-01,Sports,Japan,0.0
49359,2000-01-01,Role-Playing,Japan,0.0
49360,2008-01-01,Adventure,Japan,0.01
49361,2012-01-01,Adventure,Japan,0.01
49362,2009-01-01,Puzzle,Japan,0.0
49363,2011-01-01,Action,Japan,0.0
49364,2005-01-01,Adventure,Japan,0.0
49365,2014-01-01,Adventure,Japan,0.01
49366,2009-01-01,Simulation,Japan,0.01
49367,2011-01-01,Puzzle,Japan,0.0
49368,2009-01-01,Strategy,Japan,0.0
49369,2009-01-01,Strategy,Japan,0.01
49370,2012-01-01,Misc,Japan,0.0
49371,2016-01-01,Action,Japan,0.01
49372,2008-01-01,Action,Japan,0.01
49373,2007-01-01,Simulation,Japan,0.0
49374,2013-01-01,Platform,Japan,0.0
49375,2006-01-01,Sports,Japan,0.01
49376,2007-01-01,Fighting,Japan,0.01
49377,2011-01-01,Shooter,Japan,0.0
49378,2013-01-01,Misc,Japan,0.01
49379,2013-01-01,Adventure,Japan,0.01
49380,2007-01-01,Fighting,Japan,0.01
49381,2009-01-01,Adventure,Japan,0.01
49382,2009-01-01,Strategy,Japan,0.0
49383,2007-01-01,Puzzle,Japan,0.0
49384,2009-01-01,Misc,Japan,0.01
49385,2013-01-01,Racing,Japan,0.0
49386,2010-01-01,Misc,Japan,0.0
49387,,Strategy,Japan,0.0
49388,2007-01-01,Shooter,Japan,0.01
49389,1999-01-01,Fighting,Japan,0.0
49390,,Platform,Japan,0.0
49391,1999-01-01,Action,Japan,0.0
49392,2002-01-01,Fighting,Japan,0.0
49393,2007-01-01,Strategy,Japan,0.01
49394,,Misc,Japan,0.01
49395,2002-01-01,Adventure,Japan,0.0
49396,2015-01-01,Action,Japan,0.01
49397,2014-01-01,Adventure,Japan,0.0
49398,2012-01-01,Action,Japan,0.01
49399,2016-01-01,Adventure,Japan,0.01
49400,2014-01-01,Adventure,Japan,0.01
49401,2013-01-01,Shooter,Japan,0.01
49402,2008-01-01,Misc,Japan,0.0
49403,2008-01-01,Adventure,Japan,0.01
49404,2005-01-01,Misc,Japan,0.0
49405,2003-01-01,Racing,Japan,0.0
49406,2009-01-01,Puzzle,Japan,0.0
49407,2007-01-01,Adventure,Japan,0.01
49408,2009-01-01,Misc,Japan,0.0
49409,2007-01-01,Adventure,Japan,0.01
49410,2012-01-01,Action,Japan,0.01
49411,2014-01-01,Action,Japan,0.0
49412,2014-01-01,Action,Japan,0.01
49413,2006-01-01,Role-Playing,Japan,0.01
49414,2008-01-01,Sports,Japan,0.01
49415,2004-01-01,Racing,Japan,0.0
49416,2016-01-01,Action,Japan,0.01
49417,2007-01-01,Action,Japan,0.0
49418,2016-01-01,Action,Japan,0.0
49419,2013-01-01,Adventure,Japan,0.01
49420,2016-01-01,Role-Playing,Japan,0.01
49421,2007-01-01,Adventure,Japan,0.01
49422,1996-01-01,Sports,Japan,0.01
49423,2007-01-01,Action,Japan,0.01
49424,2008-01-01,Puzzle,Japan,0.0
49425,,Shooter,Japan,0.0
49426,2006-01-01,Action,Japan,0.0
49427,2010-01-01,Role-Playing,Japan,0.01
49428,2008-01-01,Adventure,Japan,0.01
49429,2006-01-01,Role-Playing,Japan,0.0
49430,2015-01-01,Adventure,Japan,0.0
49431,2016-01-01,Adventure,Japan,0.01
49432,2016-01-01,Adventure,Japan,0.0
49433,2010-01-01,Adventure,Japan,0.01
49434,2001-01-01,Platform,Japan,0.0
49435,1999-01-01,Strategy,Japan,0.0
49436,2013-01-01,Role-Playing,Japan,0.01
49437,2017-01-01,Role-Playing,Japan,0.01
49438,2007-01-01,Shooter,Japan,0.0
49439,2006-01-01,Misc,Japan,0.01
49440,2016-01-01,Racing,Japan,0.0
49441,2008-01-01,Racing,Japan,0.0
49442,,Role-Playing,Japan,0.01
49443,2006-01-01,Fighting,Japan,0.01
49444,2009-01-01,Simulation,Japan,0.01
49445,2003-01-01,Action,Japan,0.0
49446,2014-01-01,Platform,Japan,0.01
49447,2007-01-01,Misc,Japan,0.01
49448,2016-01-01,Adventure,Japan,0.0
49449,2007-01-01,Misc,Japan,0.01
49450,2007-01-01,Platform,Japan,0.01
49451,2010-01-01,Adventure,Japan,0.01
49452,2008-01-01,Shooter,Japan,0.0
49453,2009-01-01,Role-Playing,Japan,0.01
49454,2009-01-01,Sports,Japan,0.0
49455,2008-01-01,Action,Japan,0.01
49456,2016-01-01,Action,Japan,0.0
49457,2008-01-01,Misc,Japan,0.01
49458,2010-01-01,Adventure,Japan,0.01
49459,2009-01-01,Shooter,Japan,0.01
49460,2010-01-01,Strategy,Japan,0.01
49461,2007-01-01,Adventure,Japan,0.01
49462,2015-01-01,Adventure,Japan,0.01
49463,2011-01-01,Misc,Japan,0.01
49464,2012-01-01,Action,Japan,0.01
49465,2007-01-01,Action,Japan,0.01
49466,2002-01-01,Racing,Japan,0.0
49467,2009-01-01,Puzzle,Japan,0.0
49468,2014-01-01,Adventure,Japan,0.01
49469,2007-01-01,Strategy,Japan,0.0
49470,2015-01-01,Action,Japan,0.0
49471,2006-01-01,Misc,Japan,0.01
49472,2016-01-01,Racing,Japan,0.0
49473,2007-01-01,Adventure,Japan,0.01
49474,2006-01-01,Puzzle,Japan,0.0
49475,2009-01-01,Misc,Japan,0.01
49476,2006-01-01,Fighting,Japan,0.01
49477,2003-01-01,Shooter,Japan,0.0
49478,2006-01-01,Adventure,Japan,0.01
49479,2009-01-01,Shooter,Japan,0.0
49480,2010-01-01,Misc,Japan,0.0
49481,2012-01-01,Action,Japan,0.01
49482,2015-01-01,Strategy,Japan,0.0
49483,2007-01-01,Shooter,Japan,0.0
49484,2010-01-01,Adventure,Japan,0.01
49485,2012-01-01,Strategy,Japan,0.0
49486,2016-01-01,Adventure,Japan,0.01
49487,2010-01-01,Adventure,Japan,0.01
49488,2007-01-01,Sports,Japan,0.0
49489,2009-01-01,Simulation,Japan,0.0
49490,2011-01-01,Adventure,Japan,0.01
49491,2005-01-01,Action,Japan,0.0
49492,2015-01-01,Action,Japan,0.0
49493,2006-01-01,Misc,Japan,0.01
49494,2015-01-01,Fighting,Japan,0.01
49495,2010-01-01,Strategy,Japan,0.01
49496,2012-01-01,Action,Japan,0.01
49497,2013-01-01,Action,Japan,0.0
49498,2014-01-01,Puzzle,Japan,0.0
49499,2015-01-01,Action,Japan,0.01
49500,2002-01-01,Racing,Japan,0.0
49501,2004-01-01,Misc,Japan,0.0
49502,2007-01-01,Racing,Japan,0.0
49503,,Racing,Japan,0.0
49504,2003-01-01,Shooter,Japan,0.0
49505,2003-01-01,Racing,Japan,0.0
49506,2008-01-01,Misc,Japan,0.01
49507,2015-01-01,Strategy,Japan,0.0
49508,2009-01-01,Action,Japan,0.0
49509,2009-01-01,Strategy,Japan,0.01
49510,2009-01-01,Adventure,Japan,0.01
49511,2012-01-01,Adventure,Japan,0.01
49512,2013-01-01,Adventure,Japan,0.01
49513,2014-01-01,Adventure,Japan,0.01
49514,2007-01-01,Role-Playing,Japan,0.0
49515,2016-01-01,Action,Japan,0.01
49516,2006-01-01,Puzzle,Japan,0.0
49517,2007-01-01,Misc,Japan,0.01
49518,2014-01-01,Adventure,Japan,0.01
49519,2016-01-01,Racing,Japan,0.0
49520,2015-01-01,Action,Japan,0.0
49521,2002-01-01,Racing,Japan,0.01
49522,2015-01-01,Role-Playing,Japan,0.01
49523,,Shooter,Japan,0.0
49524,2010-01-01,Simulation,Japan,0.0
49525,2009-01-01,Role-Playing,Japan,0.01
49526,2004-01-01,Fighting,Japan,0.01
49527,2007-01-01,Role-Playing,Japan,0.01
49528,2010-01-01,Strategy,Japan,0.01
49529,2015-01-01,Adventure,Japan,0.01
49530,2006-01-01,Shooter,Japan,0.0
49531,2005-01-01,Puzzle,Japan,0.0
49532,2008-01-01,Misc,Japan,0.01
49533,2009-01-01,Adventure,Japan,0.01
49534,2009-01-01,Adventure,Japan,0.01
49535,2002-01-01,Shooter,Japan,0.0
49536,2003-01-01,Racing,Japan,0.0
49537,2008-01-01,Adventure,Japan,0.01
49538,2007-01-01,Simulation,Japan,0.01
49539,2009-01-01,Adventure,Japan,0.01
49540,2016-01-01,Simulation,Japan,0.0
49541,2006-01-01,Misc,Japan,0.0
49542,2003-01-01,Action,Japan,0.0
49543,2007-01-01,Misc,Japan,0.01
49544,2011-01-01,Misc,Japan,0.0
49545,2013-01-01,Adventure,Japan,0.01
49546,2009-01-01,Action,Japan,0.01
49547,2005-01-01,Sports,Japan,0.0
49548,2007-01-01,Racing,Japan,0.0
49549,2008-01-01,Sports,Japan,0.0
49550,2007-01-01,Racing,Japan,0.0
49551,2002-01-01,Role-Playing,Japan,0.0
49552,2009-01-01,Action,Japan,0.0
49553,2015-01-01,Puzzle,Japan,0.01
49554,2010-01-01,Adventure,Japan,0.01
49555,2006-01-01,Sports,Japan,0.0
49556,2013-01-01,Adventure,Japan,0.01
49557,2015-01-01,Strategy,Japan,0.0
49558,2004-01-01,Racing,Japan,0.0
49559,2015-01-01,Action,Japan,0.0
49560,2010-01-01,Strategy,Japan,0.0
49561,2010-01-01,Adventure,Japan,0.0
49562,,Adventure,Japan,0.0
49563,2016-01-01,Action,Japan,0.01
49564,2009-01-01,Adventure,Japan,0.01
49565,2012-01-01,Adventure,Japan,0.01
49566,2009-01-01,Adventure,Japan,0.0
49567,2010-01-01,Adventure,Japan,0.01
49568,2003-01-01,Action,Japan,0.0
49569,1996-01-01,Strategy,Japan,0.01
49570,2009-01-01,Role-Playing,Japan,0.01
49571,2004-01-01,Racing,Japan,0.0
49572,2002-01-01,Puzzle,Japan,0.0
49573,2007-01-01,Misc,Japan,0.0
49574,2007-01-01,Puzzle,Japan,0.0
49575,1997-01-01,Racing,Japan,0.0
49576,2014-01-01,Action,Japan,0.01
49577,2007-01-01,Role-Playing,Japan,0.01
49578,2010-01-01,Strategy,Japan,0.01
49579,2006-01-01,Simulation,Japan,0.0
49580,2008-01-01,Misc,Japan,0.0
49581,2010-01-01,Sports,Japan,0.0
49582,2016-01-01,Action,Japan,0.0
49583,2002-01-01,Adventure,Japan,0.0
49584,2013-01-01,Adventure,Japan,0.01
49585,2009-01-01,Sports,Japan,0.0
49586,2007-01-01,Sports,Japan,0.0
49587,2015-01-01,Sports,Japan,0.0
49588,2010-01-01,Adventure,Japan,0.01
49589,2008-01-01,Adventure,Japan,0.0
49590,2007-01-01,Misc,Japan,0.01
49591,2006-01-01,Sports,Japan,0.0
49592,2007-01-01,Action,Japan,0.01
49593,2009-01-01,Adventure,Japan,0.01
49594,2007-01-01,Misc,Japan,0.0
49595,2016-01-01,Role-Playing,Japan,0.0
49596,2009-01-01,Sports,Japan,0.0
49597,2008-01-01,Adventure,Japan,0.01
49598,2009-01-01,Action,Japan,0.01
49599,2012-01-01,Adventure,Japan,0.0
49600,2007-01-01,Adventure,Japan,0.01
49601,2007-01-01,Action,Japan,0.0
49602,2014-01-01,Action,Japan,0.0
49603,2012-01-01,Fighting,Japan,0.01
49604,2007-01-01,Racing,Japan,0.0
49605,2008-01-01,Adventure,Japan,0.0
49606,2014-01-01,Fighting,Japan,0.01
49607,2013-01-01,Action,Japan,0.0
49608,2009-01-01,Adventure,Japan,0.01
49609,2006-01-01,Action,Japan,0.01
49610,2011-01-01,Misc,Japan,0.0
49611,2007-01-01,Fighting,Japan,0.01
49612,2015-01-01,Adventure,Japan,0.01
49613,2009-01-01,Puzzle,Japan,0.0
49614,2009-01-01,Sports,Japan,0.01
49615,2007-01-01,Adventure,Japan,0.01
49616,2006-01-01,Sports,Japan,0.0
49617,2009-01-01,Adventure,Japan,0.01
49618,2006-01-01,Simulation,Japan,0.01
49619,2014-01-01,Adventure,Japan,0.01
49620,2011-01-01,Puzzle,Japan,0.0
49621,2012-01-01,Adventure,Japan,0.01
49622,2002-01-01,Sports,Japan,0.0
49623,,Role-Playing,Japan,0.0
49624,2011-01-01,Racing,Japan,0.0
49625,2016-01-01,Simulation,Japan,0.0
49626,2014-01-01,Adventure,Japan,0.01
49627,2016-01-01,Adventure,Japan,0.01
49628,2009-01-01,Adventure,Japan,0.01
49629,2007-01-01,Shooter,Japan,0.0
49630,2010-01-01,Adventure,Japan,0.01
49631,2013-01-01,Adventure,Japan,0.01
49632,1997-01-01,Strategy,Japan,0.0
49633,2010-01-01,Sports,Japan,0.0
49634,2017-01-01,Action,Japan,0.01
49635,2005-01-01,Action,Japan,0.01
49636,2011-01-01,Shooter,Japan,0.01
49637,2007-01-01,Sports,Japan,0.01
49638,2005-01-01,Racing,Japan,0.01
49639,2014-01-01,Adventure,Japan,0.01
49640,2008-01-01,Action,Japan,0.0
49641,2004-01-01,Sports,Japan,0.0
49642,2008-01-01,Adventure,Japan,0.01
49643,2003-01-01,Action,Japan,0.0
49644,2016-01-01,Action,Japan,0.0
49645,2009-01-01,Role-Playing,Japan,0.0
49646,2011-01-01,Action,Japan,0.0
49647,2014-01-01,Adventure,Japan,0.01
49648,2015-01-01,Action,Japan,0.0
49649,2014-01-01,Action,Japan,0.0
49650,2008-01-01,Adventure,Japan,0.01
49651,2007-01-01,Fighting,Japan,0.01
49652,2015-01-01,Misc,Japan,0.01
49653,2008-01-01,Misc,Japan,0.01
49654,2008-01-01,Action,Japan,0.01
49655,2015-01-01,Sports,Japan,0.0
49656,2015-01-01,Action,Japan,0.0
49657,2001-01-01,Sports,Japan,0.0
49658,2011-01-01,Sports,Japan,0.0
49659,2008-01-01,Adventure,Japan,0.01
49660,2002-01-01,Puzzle,Japan,0.0
49661,2008-01-01,Simulation,Japan,0.01
49662,2007-01-01,Role-Playing,Japan,0.01
49663,2009-01-01,Adventure,Japan,0.01
49664,2013-01-01,Role-Playing,Japan,0.01
49665,2009-01-01,Adventure,Japan,0.01
49666,2014-01-01,Misc,Japan,0.01
49667,2015-01-01,Racing,Japan,0.0
49668,2016-01-01,Action,Japan,0.01
49669,2008-01-01,Adventure,Japan,0.01
49670,2016-01-01,Strategy,Japan,0.0
49671,2003-01-01,Shooter,Japan,0.0
49672,2011-01-01,Shooter,Japan,0.01
49673,2015-01-01,Action,Japan,0.01
49674,2010-01-01,Strategy,Japan,0.01
49675,2009-01-01,Adventure,Japan,0.0
49676,2012-01-01,Simulation,Japan,0.01
49677,2011-01-01,Role-Playing,Japan,0.01
49678,2012-01-01,Fighting,Japan,0.0
49679,2007-01-01,Strategy,Japan,0.0
49680,2008-01-01,Misc,Japan,0.0
49681,2012-01-01,Action,Japan,0.01
49682,2007-01-01,Adventure,Japan,0.01
49683,2010-01-01,Misc,Japan,0.01
49684,2008-01-01,Puzzle,Japan,0.01
49685,2006-01-01,Racing,Japan,0.0
49686,2008-01-01,Racing,Japan,0.0
49687,2008-01-01,Sports,Japan,0.0
49688,2008-01-01,Misc,Japan,0.01
49689,,Action,Japan,0.0
49690,2014-01-01,Puzzle,Japan,0.0
49691,2012-01-01,Action,Japan,0.01
49692,2011-01-01,Strategy,Japan,0.01
49693,2005-01-01,Puzzle,Japan,0.0
49694,2006-01-01,Platform,Japan,0.0
49695,2015-01-01,Action,Japan,0.01
49696,2014-01-01,Adventure,Japan,0.01
49697,2010-01-01,Shooter,Japan,0.0
